sentence,label
".","other"
"The end of the Cold War in 1989 spelled change for Latin America","other"
",","other"
"just as","other"
"it did for the world","claim"
".","other"
"For Cuba, it meant the loss of its biggest sponsor","claim"
",","other"
"which plunged the island into a five-year economic tailspin, contracted its GDP by 30 to 45 percent, and precipitated a number of changes to Cuban policy and law","claim"
".","other"
"Those reforms have accelerated throughout the last decade, including an ongoing plan","other"
"to unify the island's dual currency","claim"
".","other"
"Cuba has had no choice but to liberalise portions of its economy","claim"
"and","other"
"European countries have been able","other"
"to take advantage of those opportunities","claim"
".","other"
"In the last two decades, a Cuban economy starved for growth has looked overseas and seen","other"
"the island more willing","other"
"to come to agreement regarding foreign presence","claim"
".","other"
"The implications of the fall of the Soviet Union were not only economic in nature, but also resulted in a shift in US policy towards Latin America more broadly","claim"
".","other"
"In the 20-plus years since the dissolution of the Soviet Union, the US has tolerated, or even openly collaborated with","other"
",","other"
"leftist regimes in Venezuela, Bolivia, and Honduras","other"
"that in another era would have been deliberately undermined, or perhaps overthrown, as in the cases of Panama, El Salvador, Guatemala, and Nicaragua","claim"
".","other"
"The strategic and military calculus of our relationship with Cuba has fundamentally changed","claim"
".","other"
"Presidents and Congress no longer have the blanket justification of Cuba as a military threat","other"
"as","other"
"they did during the Cold War","claim"
".","other"
"For Cuban exiles, 1989 was not so much a watershed moment as an opportunity","other"
"to continue","other"
"applying pressure to a failing regime","claim"
".","other"
"The Cuban-American lobby continued","other"
"to promote isolationism","premise"
",","other"
"believing","other"
"that this post-Soviet moment was finally the chance","other"
"to see a democratic counterrevolution on the island","claim"
".","other"
"This belief","other"
"that isolation would force the collapse of Castro regime","other"
"restricted","other"
"policy responses available to the US government and presidential administrations","claim"
".","other"
"Changes in the global economic and political relationship with Cuba did not affect US policy","claim"
"and	Modd-NU","claim"
"Cuba, for the most part, was excluded from the more moderate and tolerant US foreign policy towards Latin America","claim"
".","other"
"Republican presidents and legislators proved","other"
"to be more punitive towards the island","claim"
"-","other"
"particularly given their reliance on the Cuban-American lobby for monetary and electoral support in south Florida","claim"
".","other"
"Despite a cooling in relations during the late 1990s, due to the shooting down of the two US planes flown by ''Brothers to the Rescue'', President Bill Clinton eased restrictions on humanitarian aid, broadened the ability","other"
"to send remittances","other"
",","other"
"increased allowable person-to-person interactions, and resumed direct flights between the countries","premise"
".","other"
"President Clinton's actions were part of a broader government strategy of ''constructive engagement''","claim"
",","other"
"in which the US would actively engage with the Cuban people, but maintain pressure on the government","claim"
".","other"
"The new millennium did not bring significant changes in relations as, true to Republican form","other"
",","other"
"President George W Bush maintained the status quo of ''constructive engagement''","claim"
".","other"
"If","other"
"anything","other"
",","other"
"his administration took a harder line, at times including Cuba in the same paragraph as the ''Axis of Evil''","claim"
".","other"
"However","other"
",","other"
"even as","other"
"President Bush, Senator Marco Rubio, and conservative Cuban- American legislators continued","other"
"to push a hard line on Cuba","claim"
",","other"
"the profile of the average Cuban American changed","claim"
".","other"
"The stereotypical conservative Cuban - still upset, and rightfully so, over the nationalisation of private property and human rights abuses during the revolution - still attempts","other"
"to dominate political discourse","claim"
".","other"
"But","other"
"a new face of the Cuban American has emerged","claim"
"-","other"
"young, second-generation children have come of age with the desire","other"
"to see for themselves the homeland","other"
"that they have only heard about in stories","claim"
";","other"
"and","other"
"new, post-1989 migrants","other"
",","other"
"who are economic rather than political refugees","other"
",","other"
"have closer personal ties to the island","claim"
".","other"
"The election of President Obama and the nomination of Hillary Clinton as Secretary of State signalled a new era with a renewed focus on diplomacy","claim"
".","other"
"Four months after","other"
"taking office","other"
",","other"
"the administration quietly continued","other"
"to liberalise relations between the US and Cuba","claim"
".","other"
"However	Modd-NU","other"
",	Modd-NU","other"
"Alan Gross' imprisonment in 2009 gave opportunity for the age-old arguments against Cuba","other"
"to resurface","claim"
",","other"
"with the old guard claiming","other"
"that nothing had changed","other"
"and seeing it as the latest example of the long history of Cuban aggression","claim"
".","other"
"I do not dispute the fact","other"
"that the Castro brothers have been harsh dictators","other"
"and","other"
"that their system of government has deeply damaged multiple generations of Cubans, nor do","other"
"I dispute","other"
"that regime change should still be a goal of US policy","claim"
".","other"
"However as","other"
"my analysis has shown","other"
",","other"
"the rest of the story has changed","claim"
".","other"
"Cuba's economy continues","other"
"to search for growth","claim"
",","other"
"and","other"
"the government is actively looking outside the country for investment","claim"
".","other"
"Long gone are the existential security threats","other"
"that came from the island during the Cold War","claim"
".","other"
"Moreover","other"
",","other"
"this reflects the changing opinions of Cuban Americans","claim"
".","other"
"The new modes of engagement announced by Obama on December 17 were not an acknowledgement of defeat","other"
",","other"
"but","other"
"an effort for a new way forward that reflects those changes","claim"
".","other"
"December 17 will no doubt be an important moment in the lives of Cubans and Cuban Americans","claim"
",","other"
"but","other"
"it deserves more analysis than the knee-jerk reactions on the front pages of newspapers and talk shows in the US","claim"
".","other"
"Obama should be commended for basing policy on facts rather than emotions","claim"
".","other"
"The US must continue","other"
"to actively engage with the island","other"
",","other"
"lest","other"
"we lose","other"
"the opportunity to influence a neighbour","other"
"that is gradually rejoining the regional and world economy and political order","claim"
".","other"
"Guantanamo's shameful 13th year.","other"
"A traditional Uruguayan slow-cooked steak; a pair of orange prison uniform pants","other"
"that will never be worn again","other"
"waving like a victory flag out of a balcony window","premise"
";","other"
"the words","other"
"''Long Live Freedom'' scrawled in Spanish on black sands gleaming in the afternoon sun","premise"
".","other"
"Days after the US military sent","other"
"six cleared","other"
"Guantanamo Bay detainees to Uruguay","other"
",","other"
"these were some of the images published as part of a photo essay on December 14 in the Miami Herald","premise"
".","other"
"The piece illustrated a vivid picture of human resilience after over a decade of extreme privation and suffering","claim"
".","other"
"As","other"
"inspirational","other"
"as","other"
"they were","other"
",","other"
"the photographs also served","other"
"as","other"
"a stark contrast to the daily realities experienced by the former inmates during the course of their detention","claim"
"-","other"
"realities still experienced by the 127 men still held","other"
"there","claim"
".","other"
"On Guantanamo's 13th anniversary, the US government must continue","other"
"to work diligently without any more excuses","other"
"to ensure due process for the remaining detainees and shut down one of the darkest holdovers from the ''war on terror''","claim"
".","other"
"Glimmer of hope","other"
".","other"
"In a joint declaration issued last year by the UN Special Rapporteur on Torture, several other UN agencies and the Inter-American Commission on Human Rights (IACHR), the US was urged","other"
"to ''adopt all legislative, administrative, judicial, and any other types of measures necessary to prosecute, with full respect for the right to due process, the individuals being held at Guantanamo Naval Base or","other"
",","other"
"where","other"
"applicable","other"
",","other"
"to provide for their immediate release or transfer to a third country''","premise"
".","other"
"Yet","other"
",","other"
"of the total of 779 men and boys","other"
"that have been detained at Guantanamo Bay since 2002","other"
",","other"
"only nine have been convicted of any crime","premise"
".","other"
"Of the 127 remaining detainees, 59 have been unanimously cleared by US intelligence and security agencies, of any involvement in terrorism but continue","other"
"to await their release","premise"
".","other"
"The remaining 68 inmates are classified as ''indefinite detainees'', a Kafka-esque category used for detainees ineligible for either trial or release","premise"
".","other"
"These men will face Periodic Review Board hearings, an incipient interagency process","other"
"that will assess","other"
"whether","other"
"an inmate poses a threat to the US or is eligible for transfer","claim"
".","other"
"However","other"
",","other"
"this procedure lacks guarantees to due process and will likely prolong situations of arbitrary detention","claim"
".","other"
"Moreover","other"
",","other"
"as","other"
"inmate transfers continue","other"
",","other"
"the US must abide by the principle of ''non-refoulement''","other"
",","other"
"ensuring detainees' right","other"
"to not be returned to a place","other"
"where","other"
"they will face persecution, torture or death","claim"
".","other"
"This guarantee was not upheld with","other"
"cleared inmate and Centre for Justice and International Law and Centre for Constitutional Rights' client Djamel Ameziane","premise"
",","other"
"who was forcibly repatriated back to his birth country of Algeria despite stated fears of persecution","other"
"and standing precautionary measures ordered in his favour","premise"
".","other"
"Upon his return, Ameziane was detained by Algerian government agents as part of an ''evaluation process'' and subjected to abuses","other"
"that left him in poor health","premise"
".","other"
"Ameziane's forcible repatriation is only one of several other cases","claim"
".","other"
"In 2014","other"
",","other"
"two other men were involuntarily repatriated to Libya","premise"
"and","other"
",","other"
"in 2007, two others were sent back to Tunisia","premise"
".","other"
"Resettling detainees back to countries","other"
"that will expose them and their families to threats, persecution, and - in the case of detainees","other"
"who are not cleared","other"
"- to ongoing detention and torture","other"
",","other"
"will only deepen years of suffering and injustice","claim"
".","other"
"The US Senate committee's grisly report on the CIA's interrogation methods and the trickling repatriation of cleared inmates represent important steps towards","other"
"making the truth of the ''war on terror'' available to the public","claim"
".","other"
"However","other"
",","other"
"the question over","other"
"how","other"
"material and intellectual authors of torture will be held accountable in accordance with international law","other"
"remains","claim"
".","other"
"As party to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment, the US is not only forbidden from practising torture but required","other"
"to prevent and hold accountable any individuals","other"
"who are involved in these particular kinds of human rights violations","claim"
".","other"
"Under this convention, US federal authorities are required","other"
"to conduct ''prompt and impartial investigations'' of these crimes","premise"
".","other"
"Additionally	Modd-NU","other"
",	Modd-NU","other"
"under the Common Article Three of the Geneva Convention - the article","other"
"which bars","other"
"torture, cruel, inhumane, and degrading treatment against prisoners of war - the US could be held accountable for war crimes","claim"
".","other"
"Finally","other"
",","other"
"under international law, amnesty laws are not permitted","other"
"and","other"
"the authors of torture must be prosecuted - at home or abroad","claim"
".","other"
"The public availability of documentation","other"
"to establish the truth behind Guantanamo Bay","other"
"will no doubt play a pivotal role in","other"
"dismantling the architecture of state-sanctioned human rights abuses","claim"
".","other"
"While","other"
"the US Senate's scathing report revealed some of the most shocking instances of torture","claim"
",","other"
"its 6,700 pages are the tip of the iceberg","claim"
".","other"
"In early December, a US judge ordered the disclosure of over 30 tapes","other"
"depicting the controversial nasogastric force-feedings of hunger strikers in Guantanamo","other"
",","other"
"including Abu Wael Dhiab - one of the six men released to Uruguay","premise"
".","other"
"While	Modd-NU","other"
"attempts are being made by the Obama administration","other"
"to overturn the ruling","premise"
",","other"
"human rights groups continue","other"
"to demand for release of the tapes","premise"
".","other"
"Almost six years after	Modd-NU","other"
"US President Barack Obama signed an executive order","other"
"to shut down Guantanamo Bay","other"
",","other"
"it is unfathomable","other"
"that this international symbol for US human rights abuses remains open","claim"
".","other"
"The ongoing reluctance","other"
"to punish","other"
"those responsible for","other"
"authorising and using torture","other"
"is even more unfortunate","claim"
".","other"
"Yet	Modd-NU","other"
",	Modd-NU","other"
"now more than ever, the US government can send a powerful message stating","other"
"that no one is exempt from international accountability and prosecution","claim"
".","other"
"What","other"
"is done now","other"
"will start","other"
"to ensure","other"
"that torture - or ''Enhanced Interrogation Techniques'' - are never used by the US or other military and intelligence personnel in situations of conflict","claim"
".","other"
"By","other"
"promoting the pursuit of truth and justice","other"
",","other"
"the US will finally be able","other"
"to close one of the grimmest chapters in its history","claim"
".","other"
"The hapless, harmless Palestinian leader?","other"
"January 15 marks a decade","other"
"since","other"
"Mahmoud Abbas became the Palestinian president","premise"
",","other"
"during which time","other"
"the goals","other"
"he claims","other"
"to espouse not only remain","other"
"unrealised, but are more remote than ever","claim"
".","other"
"He is still in office despite his term ending six years ago; the democratic process","other"
"that brought him to power no longer in existence","premise"
".","other"
"He speaks of his people's human rights","claim"
"while	Modd-NU","claim"
"his Palestinian Authority actively curtails them","claim"
".","other"
"He claims","other"
"to champion their national rights while","other"
"collaborating unconditionally with the country","other"
"that denies them","claim"
".","other"
"Abbas' image as a hapless, harmless figure deflects from the cunning and ruthlessness of someone","other"
"whose primary concern, like the Middle East's other autocrats","other"
",","other"
"seems","other"
"to be his longevity","claim"
".","other"
"The fact","other"
"that he plays ball with the West and Israel","other"
"somehow makes","other"
"this okay","claim"
".","other"
"Where	Modd-NU","other"
"other Arab strongmen nurture an image of power","other"
"to maintain it","claim"
",","other"
"he relies on","other"
"being seen as an underdog","claim"
".","other"
"But this illusion","other"
",","other"
"which has traditionally served Abbas well","other"
",","other"
"no longer extends to his people","claim"
".","other"
"Many think he","other"
"and","other"
"the PA serve their own interests and those of Israel, rather than those of the Palestinians","claim"
".","other"
"According to a poll last month, 55 percent believe","other"
"that the PA has become ''a burden on the Palestinian people''","premise"
".","other"
"Regarding the presidency, Abbas has consistently lagged in opinion polls behind his Fatah colleague, Marwan Barghouti","premise"
".","other"
"Since Israel's last Gaza invasion, he also runs behind Hamas leader Ismail Haniyeh","premise"
".","other"
"Is it mere coincidence, then","other"
",","other"
"that Abbas has been lacklustre in","other"
"campaigning for Barghouti's release from Israeli jail; or in","other"
"pursuing and implementing national unity deals with Hamas","other"
"that call for elections?","claim"
"Since the signing of the latest reconciliation agreement in April, Abbas has at various times threatened","claim"
"to end it","claim"
",","claim"
"and has been openly adversarial towards Hamas","claim"
".","other"
"Elections","other"
"that were due within six months","other"
"never happened","premise"
",","other"
"so","other"
"he remains unchallenged","claim"
"-","other"
"this has gone","other"
"largely unnoticed","claim"
".","other"
"The PA","other"
"-","other"
"which is meant","other"
"to safeguard Palestinian rights","other"
"- serially abuses them","claim"
".","other"
"Human Rights Watch has documented ''police beatings and arbitrary arrests of demonstrators'', ''excessive force'', ''repressing critical news reporting and demonstrations'', ''suppressing dissenting views'', and ''serious rights abuses, including credible allegations of torture''","premise"
",","other"
"for which ''no security officials were convicted''","premise"
".","other"
"As such, the PA is not only failing","other"
"to curb Israeli abuses","other"
",","other"
"but is busy","other"
"perpetrating its own, all under Abbas' watch","claim"
".","other"
"The PA has garnered a reputation among Palestinians for","other"
"managing the occupation rather than striving","other"
"to end it","claim"
".","other"
"One way it does","other"
"this is ''security coordination'' with Israel","claim"
",","other"
"which Abbas described last year as ''sacred'' despite the vast majority of Palestinians","other"
"opposing it","premise"
".","other"
"Such coordination serves Israel by","other"
"enabling","other"
"it to subcontract its occupation","other"
",","other"
"and serves the PA by","other"
"helping","other"
"it suppress internal dissent","claim"
".","other"
"It certainly does not benefit the Palestinian people","claim"
".","other"
"Abbas and his foreign minister have made grotesque assurances","other"
"that as long as","other"
"he is president","other"
",","other"
"he will not allow an uprising against Israel","premise"
".","other"
"So the PA","other"
",","other"
"which is supposed","other"
"to be part of a national liberation struggle","other"
",","other"
"is willing","other"
"to put down an uprising by its own people against their subjugation","claim"
".","other"
"This is nothing short of betrayal","claim"
".","other"
"For more than 20 years, the PA has participated in a ''peace process''","other"
"that has greatly entrenched Israeli control","claim"
".","other"
"Abbas himself was an architect of the disastrous Oslo Accords","premise"
".","other"
"The occupied territories are now so colonised and fragmented","other"
"that a viable Palestinian state is widely considered","other"
"impossible","claim"
".","other"
"Yet	Modd-NU","other"
",	Modd-NU","other"
"Abbas still wants","other"
"to negotiate","other"
",","other"
"despite Israel being clearly opposed to Palestinian self-determination","claim"
".","other"
"What","other"
",","other"
"then","other"
",","other"
"is the point of","other"
"negotiating?","claim"
"Perhaps","claim"
"to preserve the privileged elites","claim"
"to which the PA and the ''peace process'' gave birth","claim"
".","other"
"After all","other"
",","other"
"allegations of corruption and nepotism, including Abbas and his family, are nothing new","claim"
".","other"
"With the help of international aid, the PA is the largest employer of Palestinians, much like other autocracies","other"
"that encourage public dependence on the state","other"
"to avoid mass unrest","claim"
".","other"
"A power imbalance alone cannot explain Abbas' policy choices regarding Israel","claim"
".","other"
"He opposes armed resistance, and has gone to great lengths","other"
"to disarm militants in the West Bank","premise"
".","other"
"However","other"
",","other"
"he also opposes peaceful forms of resistance, including the increasingly effective Boycott, Divestment and Sanctions movement","premise"
".","other"
"Furthermore	Modd-NU","other"
",	Modd-NU","other"
"it took the PA more than two years since Palestine's upgraded UN status","other"
"to apply","other"
"to join the International Criminal Court","other"
",","other"
"despite repeated threats","other"
"to do so amid constant Israeli provocations","claim"
".","other"
"That Abbas finally relented","other"
"may not only, or necessarily, be about","other"
"losing patience with Israel","other"
",","other"
"but about","other"
"assuaging mounting Palestinian anger at his procrastination in","other"
"applying to the ICC","claim"
".","other"
"Meanwhile","other"
",","other"
"he says","other"
"he will keep","other"
"pushing for a UN Security Council resolution calling for a deadline","other"
"to end Israel's occupation","premise"
",","other"
"despite the certainty of repeated failure by US veto","claim"
".","other"
"Abbas seems","other"
"to be attempting a balancing act","claim"
".","other"
"He wants","other"
"to prove to Israel, and his western and Arab backers","other"
",","other"
"that he is their best Palestinian partner","other"
",","other"
"safe in the knowledge","other"
"that they will not accept Hamas rule","other"
",","other"
"but mindful not","other"
"to suffer the same fate as Yasser Arafat","other"
"once","other"
"he was no longer deemed","other"
"useful or reliable","claim"
".","other"
"However	Modd-NU","other"
",	Modd-NU","other"
"his recent, uncharacteristic defiance against Israel reflects a need","other"
"to stop his flagging domestic popularity turning into an uprising against him and the PA","claim"
".","other"
"Abbas has nothing","other"
"to show his people after 10 years as president, and at least another decade as part of the ''peace process''","claim"
".","other"
"He remains in office because of, not despite, Israel's occupation and Palestinian disunity","claim"
".","other"
"The hostage rescue dilemma.","other"
"Saturday's failed hostage rescue mission in Yemen was indeed tragic","claim"
".","other"
"While	Modd-NU","other"
"the official details as to","other"
"exactly what","other"
"happened","other"
"have not yet been released","premise"
",","other"
"it appears Luke Somers, an American journalist","other"
",","other"
"and","other"
"Pierre Korkie, a South African teacher, were killed by their captors during a night-time rescue attempt carried out by US Navy SEALs","premise"
".","other"
"Al-Qaeda in the Arabian Peninsula (AQAP) had been holding Somers and Korkie captive for over a year","premise"
".","other"
"It was the second such attempt","other"
"to rescue Somers in two weeks","premise"
".","other"
"On November 25, a SEALs team hit","other"
"what","other"
"they thought","other"
"was the compound holding Somers","premise"
",","other"
"who","other"
",","other"
"as","other"
"it turns out","other"
",","other"
"had been moved from there just hours before","premise"
".","other"
"In Saturday's operation, the SEALs knew Somers' exact location","premise"
".","other"
"To maintain stealth","other"
",","other"
"they landed by V-22 Osprey several kilometres away, and then made","other"
"the trek overland to the compound","other"
"where","other"
"Somers and Korkie were being held","other"
"captive","premise"
".","other"
"But something went terribly wrong in the final approach","claim"
".","other"
"Perhaps it was a barking dog or some other noise","claim"
",","other"
"but","other"
"the SEALs came under fire","other"
"as","other"
"they approached the compound's main entrance","premise"
".","other"
"The element of surprise","other"
",","other"
"which is so critical","other"
"to rescue operations","other"
",","other"
"was lost","claim"
",","other"
"and","other"
"a fierce firefight ensued","premise"
".","other"
"Within 30 minutes, the SEALs had secured the compound and put Somers and Korkie","other"
",","other"
"who were both still alive on a V-22","other"
"that had a surgical team standing by","premise"
".","other"
"Unfortunately, medics were unable","other"
"to save them","premise"
".","other"
"Plainly necessary","other"
".","other"
"For Somers, Saturday's rescue mission was as urgent","other"
"as","other"
"it was plainly necessary","claim"
".","other"
"Late last week AQAP released a video","other"
"stating","other"
"he would be killed in 72 hours","other"
"unless","other"
"unspecified demands were met","premise"
".","other"
"Those demands have not been made public, but likely involved payment of a ransom or release of AQAP captives, something","other"
"the US is prohibited by law from","other"
"doing","claim"
".","other"
"For Korkie, the sense of urgency in","other"
"attempting the rescue operation","other"
"is more controversial","claim"
".","other"
"According to the South African charity Gift of the Giving, a deal had been made with AQAP","other"
"to release Korkie in just a matter of days, suggesting to many","other"
"that it would have been better","other"
"to wait","premise"
".","other"
"Maybe there was a deal","other"
"that would have gone through in the end","claim"
".","other"
"Maybe there wasn't","claim"
".","other"
"But in rescue operations, hope is not figured into the equation","claim"
",","other"
"where","other"
"planners and decision makers have","other"
"to weigh the risks of action against the consequences of inaction","claim"
".","other"
"By their very nature, hostage rescue operations are among the most difficult and risky military missions","other"
"to carry out","claim"
".","other"
"With little margin for error, either in intelligence or the operation itself, they demand highly trained and equipped special operations units","other"
"that only a handful of countries have","claim"
".","other"
"Are	modd-NU","other"
"they dangerous and uncertain?	m-question","claim"
"Absolutely","claim"
".","other"
"Are they impossible?	m-question","claim"
"No","other"
".","other"
"In 2012, US Navy SEALs rescued Jessica Buchanan, an American aid worker, and Poul Hagen Thisted, a Danish aid worker","premise"
",","other"
"who had been held hostage by Somali pirates for 93 days","premise"
".","other"
"The pirates were demanding a $45m ransom for their release","premise"
".","other"
"In this particular case, precise intelligence as to their exact location, along with concerns about Buchanan's rapidly declining health, were major factors in","other"
"moving forward with the rescue mission","premise"
".","other"
"Under the cover of darkness, the SEAL Team parachuted 19km from","other"
"where","other"
"they were being held","other"
",","other"
"and then moved cross-country","other"
"to conduct the rescue","premise"
".","other"
"Nine pirates were killed during the operation","premise"
",","other"
"and","other"
"Buchanan and Thisted were unharmed","premise"
".","other"
"In 2009, US Navy SEAL snipers ended the hostage ordeal of American Richard Phillips, captain of the cargo ship Maersk Alabama","premise"
",","other"
"which had been hijacked by Somali pirates in the Indian Ocean five days earlier","premise"
".","other"
"Talks with the pirates ended","other"
"when","other"
"they threw","other"
"the phone used","other"
"to communicate with negotiators into the ocean","premise"
".","other"
"When","other"
"one of the pirates pointed his rifle at Captain Phillips' back","premise"
",","other"
"snipers shot and killed all three in near simultaneous fashion","premise"
".","other"
"Captain Phillips was unharmed","premise"
".","other"
"Heartbreaking failures","other"
".","other"
"In 2005, US Delta Force operators rescued Roy Hallums, an American civilian contractor kidnapped by an al-Qaeda cell in Iraq, after 311 days in captivity","premise"
".","other"
"Again","other"
",","other"
"the intelligence as to Hallums' location was exact","premise"
"- pull up the kitchen carpet and open the faux cement trap door leading into his one room cell","premise"
".","other"
"Hallums was unharmed in the operation","premise"
".","other"
"But","other"
",","other"
"as","other"
"was all too evident on Saturday","other"
",","other"
"there are heartbreaking failures, too","claim"
".","other"
"This past July, US special operations forces attempted","other"
"to rescue James Foley in Syria","premise"
".","other"
"Unfortunately, the intelligence as to","other"
"where","other"
"he was being held","other"
"was incorrect","premise"
".","other"
"Foley was brutally murdered by ISIL just a few weeks later","premise"
",","other"
"the videotape of which was released on the internet for the world","other"
"to see","premise"
".","other"
"In 2010, the US special operations team attempting","other"
"to rescue her in Afghanistan","other"
"accidentally killed Linda Norgrove, a British citizen","premise"
".","other"
"There are other failures, all tragic, as well","claim"
".","other"
"But there are also other successes","claim"
",","other"
"where	Modd-NU","other"
"hostages like Jessica Buchanan, Poul Thisted, Captain Phillips and Roy Hallums","other"
",","other"
"all of whom faced indefinite captivity or even death","other"
",","other"
"are home with their families","other"
"because","other"
"decisions were made","other"
"to rescue them based on calculated risks","claim"
".","other"
"No guessing, no maybes, no ''let's keep","other"
"our fingers crossed and hope for the best''","claim"
".","other"
"Rescue missions are risky, both for the hostages and for the operators","other"
"who carry them out","claim"
".","other"
"Lives are at stake","claim"
",","other"
"and","other"
"it's never an easy choice","other"
"to give the ''green light''","claim"
".","other"
"But given the circumstances	Modd-NU","other"
",	Modd-NU","other"
"particularly when	Modd-NU","other"
"dealing with terrorist organisations	Modd-NU","other"
",	Modd-NU","other"
"leaders can't always sit back and wait	Modd-NU","other"
"to see","other"
"what","other"
"happens","claim"
".","other"
"Sometimes, it's less risky","other"
"to act","other"
"than not","other"
"to","claim"
".","other"
"And in the case of a hostage rescue operation, I'd place my life in the hands of men dedicated to the task before","other"
"taking my chances with the likes of a terrorist in the hope","other"
"that maybe they'll let","other"
"me go","claim"
".","other"
"Fearmongering in Sydney.","other"
"Australians turning on their televisions Monday morning","other"
"to watch breakfast and cooking shows","other"
"were instead greeted with news channels beaming minute-to-minute fearmongering of the ongoing siege at a chocolate shop in Sydney","premise"
".","other"
"When	Modd-NU","other"
"customers and employees were taken hostage by a lone gunman","premise"
",","other"
"and","other"
"a flag","other"
"with","other"
"''There is only one God'' inscription in Arabic","other"
"was held in the window","premise"
",","other"
"it was enough","other"
"to hold the rest of the country hostage to their fears and TV screens","claim"
".","other"
"Should it be that way and","other"
"what	modd-NU","other"
"should an appropriate response look like?	m-question","claim"
"First	Modd-NU","other"
",	Modd-NU","other"
"consider","other"
"what","other"
"this violent thug had designed our reaction","other"
"to be	imp","claim"
".","other"
"The site of the siege was likely no afterthought - located in the heart of the Sydney CBD and directly opposite a major television station","other"
",","other"
"the shop had made","other"
"it ideal for the media","other"
"to report on","claim"
".","other"
"Streets were cordoned off","premise"
",","other"
"public transport diverted","premise"
",","other"
"and","other"
"a strong contingent of police sent to the Opera House","premise"
".","other"
"All made for good visuals of the incident and terror in an otherwise peaceful city","claim"
".","other"
"Even the most left-leaning and progressive members of parliament, like Greens MP Adam Bandt","other"
",","other"
"who have repeatedly defended the Muslim community from unjust discrimination and generalisation","other"
",","other"
"tweeted to their followers in the first hours of the siege","other"
"that it was ''terrifying''","premise"
".","other"
"Was it really?	m-question","claim"
"Was it at all terrifying for you personally, Adam?	m-question","premise"
"If","other"
"it was","claim"
",","other"
"I'd hate","other"
"to know","other"
"what","other"
"the hostages experienced, including the two","other"
"who were murdered","claim"
".","other"
"A strike in the public's dark","other"
".","other"
"For once, Prime Minister Tony Abbott had a more mature response than his colleagues on the opposite side","claim"
".","other"
"Such a situation can ''scare people out of","other"
"being themselves''","other"
",","other"
"he said in his first press briefing, before","other"
"urging","other"
"all Australians to go about their business as usual","premise"
".","other"
"Although	Modd-NU","other"
"he told the public","other"
"to remain vigilant and report any suspicious activity to the authorities","premise"
",","other"
"he said so with calm and caution","premise"
".","other"
"Vitally, he avoided","other"
"using the t-word at this early stage, or any formulation","other"
"thereof","premise"
".","other"
"No doubt we have since learnt a lot more about this deranged outsider and his motives","claim"
",","other"
"and","other"
"it is clear","other"
"he had terrorist intent","claim"
".","other"
"His website","other"
",","other"
"which was shut down during the final hours of the siege","other"
",","other"
"had a message dated December 14","other"
",","other"
"which described","other"
"why","other"
"Muslims ''fight against the oppression and terrorism'' of the US and its allies","other"
",","other"
"including the UK and Australia","claim"
".","other"
"The rampant speculation before this was unnecessary and unhelpful, however","claim"
",","other"
"and","other"
"letting the siege","other"
"sow","other"
"fear, enough so","other"
"to publicly describe it as ''terrifying''","other"
",","other"
"was handing a victory to an extremist","claim"
".","other"
"With the hot Australian summer setting in","other"
",","other"
"many people's minds turn to beer, barbeques, family, and Christmas presents","other"
",","other"
"not","other"
"the possibility of ''politically motivated violence'', as Abbott wisely phrased it","claim"
".","other"
"Intriguingly, Australians fear terrorism more than a foreign invasion, despite","other"
"many believing","other"
"we'd have no hope of","other"
"fending off the latter","other"
"and despite","other"
"us never directly experiencing the former","claim"
".","other"
"Given the opportunity","other"
"to attribute a complexly motivated act to terrorism","other"
",","other"
"it's no wonder","other"
"this all-too-easy escape mechanism","other"
"which avoids rigorous thought or objective analysis","other"
"was adopted en masse","claim"
".","other"
"The most noted incidents in Australia's experience of terrorism have been mostly foreign tragedies, like the Bali bombings in 2002 and 2005, or the 2004 Australian embassy bombing in Jakarta","premise"
".","other"
"Although	Modd-NU","other"
"the September raids and arrests of suspected domestic terrorists in Sydney and Brisbane set a new landscape and brought the thought of an attack to our own shores","premise"
",","other"
"they merely raised the thought, not the authentic actuality","claim"
".","other"
"The raids sparked limited local backlash against peaceful Muslims at the time","premise"
",","other"
"and","other"
"this was both unwarranted and unwanted","claim"
".","other"
"Though	Modd-NU","other"
"it only goes","other"
"to further support my thesis","claim"
";","other"
"Australians just aren't used to this sort of thing and thus are unpractised in their response","claim"
".","other"
"That said","other"
",","other"
"it hasn't stopped thousands on social media","other"
"to show solidarity with minorities through the #IllRideWithYou campaign","claim"
".","other"
"When","other"
"the Abbott government raised the domestic terrorism threat level to high before the September raids","premise"
",","other"
"many local commentators criticised","other"
"what","other"
"they branded as political theatre (both before and after the arrests)","claim"
".","other"
"To consider this","other"
"is","other"
"to suggest an even baser type of political animal","other"
"than","other"
"is presently expected by even the most cynical of observers","claim"
".","other"
"Would any rational actor toy with people's lives for short-term political ends in","other"
"what","other"
"was an unimportant political week?	m-question","claim"
"What end	modd-NU","claim"
"does that even achieve?	m-question","claim"
"Plainly, none, and it is sensationally conspiratorialist","claim"
"to suggest otherwise","claim"
".","other"
"To protest against such raids and continue","other"
"looking at them through a political lens","other"
"was just as unwarranted and unwanted as the racial-profiling and racial- hatred","other"
"which events like these","other"
"have sparked","claim"
".","other"
"Terrorism isn't something","other"
"that we should let foster, anywhere","claim"
",","other"
"and","other"
