title,full_text,category,source
US strikes on IS targets in Nigeria may only fan the flames of insurgent violence | Onyedikachi Madueke,"<p>The public is looking for relief from terrorism and violence. But Donald Trump’s words bolster narratives of foreign ‘crusader’ aggression</p><p>The response of Nigerians to the <a href=""https://www.theguardian.com/us-news/2025/dec/25/us-carries-out-airstrikes-against-islamic-state-terrorist-scum-in-nigeria-trump-says"">airstrikes</a> against Islamic State (IS) targets in Sokoto state, north-western Nigeria are complicated. The rationale behind them has been widely opposed, but the strikes themselves have been welcomed.</p><p>The airstrikes were framed as a response to what have been described as genocidal <a href=""https://www.cbsnews.com/news/u-s-launches-strikes-on-isis-targets-in-nigeria-trump-says/"">attacks on Christians</a> in the country. But the Nigerian authorities have consistently <a href=""https://guardian.ng/news/nigerian-officials-reject-christian-genocide-claims-in-talks-with-us-congressman/"">rejected</a> this narrative, arguing that armed groups in the country do not discriminate based on religion, and that Christians and Muslims largely coexist peacefully. Ironically, it was Trump’s redesignation of Nigeria as a “<a href=""https://www.theguardian.com/us-news/2025/nov/01/trump-nigeria-christian-persecution"">country of particular concern</a>” in November that deepened Muslim-Christian tensions. Many northerners, who are predominantly Muslim, blamed southern Nigerians for championing a narrative that ultimately resulted in US sanctions and international stigma.</p><p>Onyedikachi Madueke is a security analyst at the University of Aberdeen</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/us-strikes-nigeria-donald-trump-crusader-terrorism-is-targets"">Continue reading...</a>",fact,news
"Through the lens of history, Trump's legacy will be more of a blotch than a Maga masterpiece | Simon Tisdall","<p>Take this hopeful thought into 2026: the tyrants we endure always falter, and their ‘seismic’ upheavals are usually false dawns</p><p>For those who lived through the cold war, the fall of the Berlin Wall on 9 November 1989, was an unforgettable moment. The sinister watch towers with their searchlights and armed guards, the minefields in no-man’s land, the notorious Checkpoint Charlie border post, and the Wall itself – <a href=""https://www.theguardian.com/world/from-the-archive-blog/2019/oct/30/the-fall-of-the-berlin-wall-archive-november-1989"">all were swept aside</a> in an extraordinary, popular lunge for freedom.</p><p>Less than a month later, on 3 December 1989, at a summit in Malta, US president George HW Bush and Soviet leader Mikhail Gorbachev declared that after more than 40 years, <a href=""https://www.theguardian.com/world/2024/nov/27/malta-summit-ends-the-cold-war-archive-1989"">the cold war was over</a>. All agreed it was a historic turning point.</p><p>Simon Tisdall is a Guardian foreign affairs commentator</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/donald-trump-legacy-maga-2026-tyrants"">Continue reading...</a>",fact,news
"US capitalism casts millions of citizens aside, yet Badenoch and Farage still laud it | Phillip Inman","<p>Rightwing parties want to follow in US’s footsteps of minimal government intervention, but at what cost?</p><p>Next month, Donald Trump will welcome a poverty-stricken family to peruse his plans for a $300m glitzy state ballroom in the White House. The event will be staged as part of National Poverty in America Awareness Month, the time every year when charities document the number of US residents surviving on low incomes.</p><p>Of course, the president will do no such thing, preferring to summon the press to watch him rub shoulders with the billionaire class as he did at last month’s black tie <a href=""https://www.theguardian.com/us-news/2025/nov/18/trump-bin-salman-visit-jamal-khashoggi"">dinner for the Saudi ruler</a> and his entourage.</p> <a href=""https://www.theguardian.com/business/2025/dec/28/us-capitalism-casts-millions-of-citizens-aside-yet-badenoch-and-farage-still-laud-it"">Continue reading...</a>",fact,news
"The year in patriarchy: Taylor Swift, Trump 2.0 and the Epstein files | Arwa Mahdawi","<p>The year 2025 saw a Swift engagement, a rapid rollback of rights and a slow release of the heavily redacted Epstein files</p><p></p><p>The year 2025 would have been far better if we could have sent a few billionaires and world leaders into intergalactic exile. Instead, we had to make do with <a href=""https://www.theguardian.com/science/2025/apr/14/blue-origin-rocket-launch"">Katy Perry</a> spending 11 minutes on the edge of space as part of Blue Origin’s all-female crewed mission. Perry <a href=""https://www.elle.com/culture/celebrities/a64341516/blue-origin-female-flight-crew-space-interview-2025/"">promised</a> us all that, in service of women’s empowerment, the crew would “put the ‘ass’ in astronaut” and “make space and science glam”. Truly, one giant leap for womankind!</p><p>Space may have got glam, but it was another glum year for many on Earth. The war in Ukraine continued, with increasing numbers of women <a href=""https://www.npr.org/2025/11/11/nx-s1-5591158/ukraine-russia-war-women-ukrainian-military"">volunteering to fight</a>. The civil war in Sudan raged on, with the UN urging the world <a href=""https://news.un.org/en/story/2025/12/1166624"">not to ignore</a> harrowing details of targeted sexual violence, torture, and abductions from the region. The slaughter in Sudan is so extreme that the blood can even be seen from <a href=""https://www.theguardian.com/commentisfree/2025/nov/03/blood-spilled-sudan-el-fasher-space-rsf-uae-darfur"">space</a>. Although I’m not sure the billionaires and celebs doing celestial joyrides in their expensive rockets are particularly bothered by that view.</p><p>Arwa Mahdawi is a Guardian columnist and the author of Strong Female Lead</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/27/year-in-patriarchy-2025"">Continue reading...</a>",fact,news
The Las Vegas Raiders and the thin line between tanking and incompetence,"<p>Las Vegas shut down their two stars, angered their leader and were humiliated by the Giants. Whether it’s strategy or dysfunction, the result looks the same</p><p>The Las Vegas Raiders made waves this week by putting its two, and only, stars on injured reserve ahead of the final two games that will decide the 2026 NFL draft order. Tight end Brock Bowers and edge rusher Maxx Crosby were shut down from a consequential battle for the top draft pick against the Giants and a Week 18 game against Kansas City due to nagging knee injuries. Bowers had scored four touchdowns over the past five weeks for a team that doesn’t score many points. Crosby is a human wrecking ball who has amassed 28 tackles for loss this season. He’s the player that causes opponents to lose sleep. Both Bowers and Crosby were recently named to the Pro Bowl despite their nagging injuries. Bowers stepped away quietly. Crosby did not.</p><p>A fuming Crosby left the Raiders facility Friday. The next day he <a href=""https://x.com/MLFootball/status/2005116248653447578?s=20"">sent a message to the organization</a> by posting videos of himself playing basketball with his young daughter. He did not appear particularly injured.</p> <a href=""https://www.theguardian.com/sport/2025/dec/29/raiders-maxx-crosby-tanking-nfl-draft"">Continue reading...</a>",fact,news
Patriots clinch AFC East as Eagles edge Bills while Browns shatter Steelers: NFL week 17 – as it happened,"<p>Steelers miss chance to win AFC North in defeat to Cleveland while the Patriots sealed the AFC East after thrashing the Jets and the Bills lost a nail-biter to the Eagles</p><p><strong>Panthers 0-0 Seahawks 12:51, 1st quarter</strong></p><p>After a Carolina punt they almost pick off Sam Darnold on their first play then the QB throws one in the dirt. On 3 &amp; 10 the crowd get loud but Darnold hits his favourite target Jaxson Smith-Njigba for 13 yards and the 1st down. Phew.</p><p>A Szmyt 50 yard field goal</p> <a href=""https://www.theguardian.com/sport/live/2025/dec/28/nfl-week-17-panthers-seahawks-colts-jaguars-live"">Continue reading...</a>",fact,news
NFL round-up: Seahawks close in on NFC’s top seed with win over Carolina,"<ul><li><p>Ewers hits rookie deep ball as Dolphins edge Bucs</p></li><li><p>Chase, Burrow power Bengals past lowly Cardinals</p></li><li><p>Maye throws five as Patriots rout Jets, clinch mark</p></li></ul><p>Zach Charbonnet ran for 110 yards and two touchdowns, and the Seattle Seahawks turned two third-quarter Carolina turnovers into TDs to beat the Panthers 27-10 on Sunday and close in on the No 1 seed in the NFC playoffs.</p><p>Sam Darnold threw an interception in the end zone but finished 18 of 27 for 147 yards with a touchdown for the Seahawks, who can wrap up the NFC West title and the top seed if the San Francisco 49ers and Los Angeles Rams both lose or tie.</p> <a href=""https://www.theguardian.com/sport/2025/dec/28/nfl-week-17-scores-roundup"">Continue reading...</a>",fact,news
Copper price on track for biggest rise in 15 years amid global shortage fears,"<p>Metal that underpins the renewable energy industry joins silver and gold as a safe haven asset for investors</p><ul><li><p><a href=""https://www.theguardian.com/business/live/2025/dec/29/silver-precious-metals-prices-fed-rate-cut-oil-rises-trump-zelenskyy-meeting-business-live"">Business live – latest updates</a></p></li></ul><p>Copper, the metal that underpins the fast-growing renewable energy industry, is on course for its biggest annual price rise in more than 15 years as traders react to fears of global shortages.</p><p>As one of the main beneficiaries of the <a href=""https://www.theguardian.com/environment/2023/apr/01/every-household-will-go-on-a-journey-of-electrification-we-can-make-that-easier-or-harder"">“electrification of everything”</a>, copper has soared by more than 35% in value this year, spurred by US tariff uncertainty and concerns about mining disasters that could restrict supply.</p> <a href=""https://www.theguardian.com/business/2025/dec/29/copper-price-rise-shortage-renewable-energy-silver-gold"">Continue reading...</a>",fact,news
"Nearly half of Americans believe their financial security is getting worse, poll finds","<p>Exclusive poll: Americans are also increasingly blaming the White House for their financial woes</p><p>Twice as many Americans believe their financial security is getting worse than better, according to an exclusive new poll conducted for the Guardian, and they are increasingly blaming the White House.</p><p>The poll, conducted by Harris, will be a further blow to Donald Trump’s efforts to fight off criticism of his handling of the economy and contains some worrying findings for the president.</p><p>Nearly half (45%) of Americans said their financial security is getting worse compared to 20% who said it’s getting better.</p><p>57% of Americans said the US economy is undergoing a recession, up 11% from a similar poll that was conducted in February.</p> <a href=""https://www.theguardian.com/business/2025/dec/29/americans-financial-security-economy-poll"">Continue reading...</a>",fact,news
"The 2025 US economy – in charts: rising prices, hiring slowdown, rollercoaster growth","<p>Looking at the government’s own report cards, how did the US fare under the first year of Trumponomics 2.0?</p><p>The US economy is thriving, according to Donald Trump: jobs are surging, prices are falling, wages are soaring. The government’s own official statistics paint a <a href=""https://www.theguardian.com/business/2025/dec/20/trump-us-economy"">more complicated picture</a> of 2025.</p><p>“The Trump Economic Golden Age is FULL steam ahead,” the president claimed on social media, after <a href=""https://www.theguardian.com/business/2025/dec/23/us-economy-gdp-third-quarter"">growth data</a> for the third quarter of the year – covering July, August and September – was unexpectedly strong.</p> <a href=""https://www.theguardian.com/business/2025/dec/28/2025-us-economy-in-charts"">Continue reading...</a>",fact,news
"US economy grew strongly in third quarter, GDP report says","<p>GDP rose at an annualized rate of 4.3% over the third quarter, far higher than expected</p><p>The US economy surged over the summer, the commerce department announced on Tuesday in one of the final snapshots of the nation’s finances to be released in 2025.</p><p>Gross domestic product (GDP) – a broad measure of the value of goods and services – rose at an annualized rate of 4.3% over the third quarter, far higher than expected and its fastest rate in two years.</p> <a href=""https://www.theguardian.com/business/2025/dec/23/us-economy-gdp-third-quarter"">Continue reading...</a>",fact,news
Haberman reveals why Trump attacked judge and his family in speech,CNN political contributor Maggie Haberman explains the reasoning behind Donald Trump's attacks on the judge and his family during a speech at his Mar-a-Lago resort after he was arraigned on felony charges.,fact,news
Video shows moment of deadly explosion at cafe in Russia,"A well-known Russian military blogger, Vladlen Tatarsky, was killed in an explosion at a cafe in St. Petersburg, authorities said. CNN's Matthew Chance reports.",fact,news
Suspected Chinese spy balloon was able to transmit information back to Beijing,"The suspected Chinese spy balloon that transited the US earlier this year was able to capture imagery and collect some signals intelligence from US military sites, a source familiar with the matter tells CNN.",fact,news
Beijing promised to 'fight back' over Taiwan leader's US visit. But this time it has more to lose,An anticipated meeting between Taiwan's President Tsai Ing-wen and US House Speaker Kevin McCarthy in California this week has sparked concerns of a repeat of the pressure campaign China launched last year when then-Speaker Nancy Pelosi visited Taipei.,fact,news
"'Scary, cold, hungry and lonely': Volunteer soldier shares experience on front line","A young volunteer soldier, Akula, who signed up for the war at the beginning of the Russian invasion is now dealing with the trauma of war. He spoke to CNN's David McKenzie about his time on the front lines and how it has affected his mental health.",fact,news
The four astronauts NASA picked for the first crewed moon mission in 50 years,"Astronauts who will helm the first crewed moon mission in five decades were revealed on Monday, queuing up the quartet to begin training for the historic Artemis II lunar flyby that is set to take off in November 2024.",fact,news
French minister under fire for Playboy magazine cover,French government minister Marlene Schiappa has come under fire from members of her own party after appearing on the front cover of Playboy magazine.,fact,news
Why did Finland's PM lose? Reporter explains the key issue voters cared about,Finland's left-wing Prime Minister Sanna Marin conceded defeat in the country's parliamentary election as the opposition right-wing National Coalition Party claimed victory in a tightly fought contest. CNN's Laila Harrak spoke with New York Times' Chief Diplomatic Correspondent Steven Erlanger to discuss how the popular politician lost the election.,fact,news
Britain's pound is beating every other major currency this year,"The British pound crashed to a record low last fall as investors rebelled against budget plans by former Prime Minister Liz Truss. Now, it's enjoying a comeback.",fact,news
Finland's Prime Minister Sanna Marin concedes election,Finland's left-wing Prime Minister Sanna Marin conceded defeat on Sunday in the Nordic country's parliamentary election as the opposition right-wing National Coalition Party (NCP) claimed victory in a tightly fought contest.,fact,news
The $500 billion beauty industry's 'green' ambitions are a patchwork at best. And they're falling short,"The escalating climate crisis is shifting many people's purchasing patterns and this extends to the $500 billion dollar global beauty industry which is grappling with a range of sustainability challenges across product manufacturing, packaging and disposal.",fact,news
A new approach to a Covid-19 nasal vaccine shows early promise,"Scientists in Germany say they've been able to make a nasal vaccine that can shut down a Covid-19 infection in the nose and throat, where the virus gets its first foothold in the body.",fact,news
Video shows moment man throws yogurt on two women in Iran,"Video shows an incident at a store in the Iranian city of Shandiz where a man approached two unveiled women before proceeding to grab a tub of yogurt from the store and throw it, hitting both women in the head. The video then appears to show a male staff member removing the suspect from the store. CNN is not able to verify what was said immediately before the confrontation.",fact,news
Erdogan's political fate may be determined by Turkey's Kurds,"Turkey's persecuted pro-Kurdish party has emerged as a kingmaker in the country's upcoming election, playing a decisive role that may just tip the balance enough to unseat two-decade ruler Recep Tayyip Erdogan.",fact,news
Dogecoin jumps after Elon Musk replaces Twitter bird with Shiba Inu,"Twitter's traditional bird icon was booted and replaced with an image of a Shiba Inu, an apparent nod to dogecoin, the joke cryptocurrency that CEO Elon Musk is being sued over.",fact,news
Micron Technology: China probes US chip maker for cybersecurity risks as tech tension escalates,"China has launched a cybersecurity probe into Micron Technology, one of America's largest memory chip makers, in apparent retaliation after US allies in Asia and Europe announced new restrictions on the sale of key technology to Beijing.",fact,news
Man rides out tornado inside van. See the footage,"Cody Coombes recounts riding out a tornado in Little Rock, Arkansas, inside his pest control van. The National Weather Service reported that an EF-3 tornado had roared through Pulaski and Lonoke counties with estimated peak winds of 165 mph, killing one person in North Little Rock and four people in Wynne.",fact,news
"China Renaissance suspends trading, delays results after founder's disappearance","China Renaissance, a top dealmaker in the country's tech industry, said it would suspend trading of its shares and delay the release of its annual results because it still can't get in touch with its founder.",fact,news
HSBC's top execs face tense shareholders calling for a breakup,"HSBC's top brass defended their strategy Monday to frustrated shareholders in the lender's largest market, as Europe's biggest bank continued to face calls to be split up.",fact,news
Lawmaker speaks out about his struggle with depression,Sen. John Fetterman (D-PA) spoke to CBS about battling with depression after winning a tight election.,fact,news
CEOs are tired of being held responsible for gun regulation,"Americans have grown used to corporate executives treading the well-worn paths of the Northeast corridor to convene alongside elected officials in Washington, DC, and discuss geopolitics, policy and all that's in-between.",fact,news
What pet cemeteries reveal about being human,Why do we bury our departed loved ones in a cemetery? A primary purpose is to provide survivors with an opportunity to grieve and gain a sense of closure. The cemetery is a place for the living as much as it is a place for the dead.,fact,news
Scientists film deepest ever fish on seabed off Japan,"Cruising at a depth of 8,336 meters (over 27,000 feet) just above the seabed, a young snailfish has become the deepest fish ever filmed by scientists during a probe into the abyss of the northern Pacific Ocean.",fact,news
"Fulton County, Georgia, jail leadership resigns after inmate's death and accusations of unsanitary conditions","Three officials at the Fulton County, Georgia, jail have stepped down amid an investigation into the death of an inmate whose family said was housed in a filthy, bug-infested cell that ""was not fit for a diseased animal.""",fact,news
He was free for 2 years. Now Crosley Green is back in prison for a crime he says he didn't commit,A Florida man who served three decades behind bars for a murder he says he didn't commit returned to prison Monday after spending the past two years building a life outside prison walls.,fact,news
"Tennessee Air National Guardsman applied to be a hitman online, the FBI says. It was a spoof website and now he's facing charges","A Tennessee Air National Guardsman is facing charges after applying to be a hitman on a spoof ""rent-a-hitman"" website, according to the Department of Justice.",fact,news
Family of victim and survivors of Indianapolis FedEx mass shooting file lawsuit against gun magazine manufacturer and distributors,"The family of a victim and several survivors of a mass shooting at a FedEx facility in Indianapolis filed a lawsuit against companies involved in the manufacturing, marketing and sale of the high capacity magazine used by the gunman who killed 8 people and injured several others in 2021.",fact,news
GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",fact,news
Anti-abortion doctors urge Supreme Court to keep mifepristone restrictions in place,"A group of doctors opposed to abortion asked the Supreme Court Tuesday to restrict access to a key medication abortion drug while other legal challenges play out, as Wednesday night's deadline for the court to act approaches.",fact,news
McCarthy makes plea for Republicans to back debt ceiling plan,"Speaker Kevin McCarthy made a plea to House Republicans during a closed-door meeting Tuesday morning to back his debt ceiling plan, telling them that although it doesn't have to include everything they want, it will help get him to the negotiating table with President Joe Biden.",fact,news
Supreme Court seems sympathetic to postal worker who didn't work Sundays in dispute over religious accommodations,"The Supreme Court seemed to side with a former mail carrier, an evangelical Christian, who says the US Postal Service failed to accommodate his request to not work on Sundays.",fact,news
"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,fact,news
McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",fact,news
Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",fact,news
From chess to a medical mystery: Great global reads from 2025 you may have missed,We published hundreds of stories on global health and development each year. Some are ... alas ... a bit underappreciated by readers. We've asked our staff for their favorite overlooked posts of 2025.,fact,news
"The U.S. offers Ukraine a 15-year security guarantee for now, Zelenskyy says",Ukrainian President Volodymyr Zelenskyy said Monday the United States is offering his country security guarantees for a period of 15 years as part of a proposed peace plan.,fact,news
"Trump says Ukraine peace is closer. And, how funding cuts affect anti-poverty groups","Trump and Ukraine's Volodymyr Zelenskyy signaled momentum on peace talks after a meeting yesterday. And, anti-poverty groups address challenges they are facing that impact Americans who need help.",fact,news
Why do so many people ring in the new year on Jan. 1?,"Much of the world follows the Gregorian calendar, named after Pope Gregory XIII, who put the finishing touches on a Roman system that integrated ideas from other cultures.",fact,news
"A 'very aesthetic person,' President Trump says being a builder is his second job","President Trump was a builder before he took office, but he has continued it as a hobby in the White House.",fact,news
Electric vehicles had a bumpy road in 2025 — and one pleasant surprise,A suite of pro-EV federal policies have been reversed. Well-known vehicles have been discontinued. Sales plummeted. But interest is holding steady.,fact,news
Teens are having disturbing interactions with chatbots. Here's how to lower the risks,"Teen use of AI chatbots is growing, and psychologists worry it's affecting their social development and mental health. Here's what parents should know to help kids use the technology safely.",fact,news
Many farmers are going into 2026 on the brink,"President Trump says 2026 will be better for American farmers, thanks in part to $12 billion in new federal ""bridge <a href=""http://payments./"" target=""_blank"">payments.""</a> But optimism remains hard to come by in farm country.",fact,news
"For those who help the poor, 2025 goes down as a year of chaos",Local anti-poverty groups have had to scramble and scale back this year as the Trump administration targeted safety-net programs. They are bracing for what may come next.,fact,news
From chess to a medical mystery: Great global reads from 2025 you may have missed,We published hundreds of stories on global health and development each year. Some are ... alas ... a bit underappreciated by readers. We've asked our staff for their favorite overlooked posts of 2025.,fact,news
"The U.S. offers Ukraine a 15-year security guarantee for now, Zelenskyy says",Ukrainian President Volodymyr Zelenskyy said Monday the United States is offering his country security guarantees for a period of 15 years as part of a proposed peace plan.,fact,news
Genre fiction and female authors top U.S. libraries' most-borrowed lists in 2025,All of the top 10 books borrowed through the public library app Libby were written by women. And Kristin Hannah's <em>The Women</em> was the top checkout in many library systems around the country.,fact,news
Why do so many people ring in the new year on Jan. 1?,"Much of the world follows the Gregorian calendar, named after Pope Gregory XIII, who put the finishing touches on a Roman system that integrated ideas from other cultures.",fact,news
"A 'very aesthetic person,' President Trump says being a builder is his second job","President Trump was a builder before he took office, but he has continued it as a hobby in the White House.",fact,news
The Best Tiny Desk Concerts of 2025,"Which Tiny Desk made an audio engineer question everything? Which one made a producer want to cry? Touch grass? Look back on the year in Tiny Desk, with the people who make them.",fact,news
"As the US media floundered this year, I couldn’t help but think: ‘Thank God I’m at the Guardian’","<p>Other outlets have asked their writers to compromise, but the Guardian has never – and would never – ask me to pull a punch</p><ul><li><p><em>Funded by readers, the Guardian’s fierce independence is guaranteed. </em><a href=""https://support.theguardian.com/us/contribute""><em>Please help us reach our year-end fundraising goal in these final crucial hours</em></a></p></li></ul><p>It might be most generous to characterize the behavior of major US media organizations since 2024 as negotiating between competing incentives.</p><p>On the one hand, billionaires have consolidated their ownership over major news outlets and platforms. The Murdochs are squabbling over Fox. Jeff Bezos has remade the Washington Post in his own image. The pharmaceutical magnate Patrick Soon-Shiong places a thumb on the scale at the Los Angeles Times, and the Trump-aligned Ellison family has taken over Paramount and CBS, and spent the final weeks of this year making hostile takeover bids for CNN owner Warner Bros. The influence of these billionaire personalities has often reshaped their organizations’ newsrooms and editorial boards, directing investigations and particularly opinion sections towards ownership’s pet projects and preferred policies.</p> <a href=""https://www.theguardian.com/media/2025/dec/29/us-media-trump-era-guardian"">Continue reading...</a>",opinion,news
Why haven’t Trump’s tariffs crashed the US economy? | Jeffrey Frankel,"<p>Effects on inflation and employment have not been as bad as feared – but could still materialise with full force in 2026</p><p>When Donald Trump took office last January, most economists feared what would happen if he raised tariffs. The expectation was that, as the new duties drove up prices of consumer goods and inputs – affecting households and companies, respectively – surging inflation and falling real incomes would follow. This would be a supply shock, so the US Federal Reserve could not do much to counteract it.</p><p>Trump did raise tariffs to shocking levels, violating <a href=""https://www.aei.org/wp-content/uploads/2025/02/250318_Trump-and-the-World-Economy.pdf?x85095"">international</a> <a href=""https://www.dropbox.com/scl/fi/9ggbn0dgp37jkknk0rxpu/2025-05-13-Jeffrey-Frankel-Taking-a-Sledgehammer-to-US-Global-Leadership-Trump-s-Tariffs.mp4?rlkey=9iw66ek8uh5kyqwnf59ptt6qr&amp;e=2&amp;st=s51qydmr&amp;dl=0ido"">agreements</a> and blowing up the Republican party’s <a href=""https://cepr.org/voxeu/blogs-and-reviews/protectionism-nothing-new-republicans"">oft-professed</a> commitment to free trade. In terms of severity and disruptiveness, Trump’s 2025 tariffs went far beyond the already harmful tariffs of his <a href=""https://www.project-syndicate.org/commentary/america-china-trump-tariffs-economic-cost-by-jeffrey-frankel-2019-05"">first term</a>, and even beyond the infamous <a href=""https://www.senate.gov/artandhistory/history/minute/Senate_Passes_Smoot_Hawley_Tariff.htm"">Smoot-Hawley Act</a> of 1930. According to the Yale Budget Lab, the <a href=""https://budgetlab.yale.edu/research/state-us-tariffs-september-26-2025"">average effective tariff</a> on US imports rose from <a href=""https://taxfoundation.org/research/all/federal/trump-tariffs-trade-war/"">2% to 18%</a>, the highest level since the 1930s, this year. Add to that the uncertainty caused by frequent and inexplicable policy changes, and large <a href=""https://abcnews.go.com/Business/trumps-tariffs-cause-recession-experts/story?id=120329597"">adverse</a> effects on inflation, employment and real incomes appeared all but inevitable.</p> <a href=""https://www.theguardian.com/business/2025/dec/29/donald-trump-tariffs-us-economy-inflation-employment-2026"">Continue reading...</a>",opinion,news
The Guardian view on adapting to the climate crisis: it demands political honesty about extreme weather | Editorial,"<p>Over the holiday period, the Guardian leader column is looking ahead at the themes of 2026. Today we look at how the struggle to adapt to a dangerously warming world has become a test of global justice</p><p>The record-breaking 252mph winds of Hurricane Melissa that devastated Caribbean islands at the end of October were made <a href=""https://www.theguardian.com/world/2025/nov/06/hurricane-melissa-storm-strength-climate-crisis"">five times more</a> likely by the climate crisis. <a href=""https://www.theguardian.com/environment/2025/sep/04/spain-portugal-wildfire-weather-climate-crisis-study"">Scorching wildfire weather</a> in Spain and Portugal during the summer was made 40 times more likely, while June’s <a href=""https://www.theguardian.com/environment/2025/jun/20/england-weekend-heatwave-worse-climate-crisis"">heatwave in England</a> was made 100 times more likely.</p><p><a href=""https://www.theguardian.com/environment/2024/nov/18/how-do-we-know-that-the-climate-crisis-is-to-blame-for-extreme-weather"">Attribution science</a> has made one thing clear: global heating is behind today’s extreme weather. That greenhouse gas emissions warmed the planet was understood. What can now be shown is that this warming produces record heatwaves and more violent storms with increasing frequency.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/26/the-guardian-view-on-adapting-to-the-climate-crisis-it-demands-political-honesty-about-extreme-weather"">Continue reading...</a>",opinion,news
Working Families bet on 2026 as the right time for a third US party after a wave of wins,"<p>The progressive party is now active in 18 states and much of its expansion happened in the past five years</p><p>The “time has come” for the Working Families party, the progressive third party’s national director said after a year of big wins and a growing hunger among voters for a home outside the two major political parties.</p><p>“For 26 years, we’ve been building this argument,” Maurice Mitchell said. “And the argument has met the moment.”</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/working-families-party-2026-run"">Continue reading...</a>",opinion,news
"As the US media floundered this year, I couldn’t help but think: ‘Thank God I’m at the Guardian’","<p>Other outlets have asked their writers to compromise, but the Guardian has never – and would never – ask me to pull a punch</p><ul><li><p><em>Funded by readers, the Guardian’s fierce independence is guaranteed. </em><a href=""https://support.theguardian.com/us/contribute""><em>Please help us reach our year-end fundraising goal in these final crucial hours</em></a></p></li></ul><p>It might be most generous to characterize the behavior of major US media organizations since 2024 as negotiating between competing incentives.</p><p>On the one hand, billionaires have consolidated their ownership over major news outlets and platforms. The Murdochs are squabbling over Fox. Jeff Bezos has remade the Washington Post in his own image. The pharmaceutical magnate Patrick Soon-Shiong places a thumb on the scale at the Los Angeles Times, and the Trump-aligned Ellison family has taken over Paramount and CBS, and spent the final weeks of this year making hostile takeover bids for CNN owner Warner Bros. The influence of these billionaire personalities has often reshaped their organizations’ newsrooms and editorial boards, directing investigations and particularly opinion sections towards ownership’s pet projects and preferred policies.</p> <a href=""https://www.theguardian.com/media/2025/dec/29/us-media-trump-era-guardian"">Continue reading...</a>",opinion,news
